target,text,indices,label
snack foods,they ' ve the best desserts and mixed drinks as well as $t$ .,12,1
chocolate mud cake ( warmed,try the $t$ ) with 2 scoops of dulce de leche gelato .,2,1
dulce de leche gelato,try the chocolate mud cake ( warmed ) with 2 scoops of $t$ .,12,1
stauff,really cool $t$ inside .,2,1
classical furniture,"while the new restaurant still features much of the same $t$ that made tiffin so attractive , the menu has been overhauled .",10,1
menu,"while the new restaurant still features much of the same classical furniture that made tiffin so attractive , the $t$ has been overhauled .",19,-1
burger,the best $t$ i have had in the village .,2,1
menu,we visited orsay during ny restaurant week and tried their $35 $t$ .,11,0
cole slaw,i would have gotten some $t$ and a knish if my stomach had more space .,5,0
knish,i would have gotten some cole slaw and a $t$ if my stomach had more space .,9,0
dinner,three of us arrived for $t$ about 5 : 30 on a week night without reservations .,5,0
reservations,three of us arrived for dinner about 5 : 30 on a week night without $t$ .,15,0
blond wood decor,"the $t$ is very soothing , the premium sake is excellent and the service is great .",1,1
sake,"the blond wood decor is very soothing , the premium $t$ is excellent and the service is great .",10,1
service,"the blond wood decor is very soothing , the premium sake is excellent and the $t$ is great .",15,1
money,your $t$ could easily be better spent elsewhere ( anywhere ) .,1,0
bagel,"only drawback - they won ' t toast your $t$ , and they don ' t make eggs for the bagel .",9,-1
eggs,"only drawback - they won ' t toast your bagel , and they don ' t make $t$ for the bagel .",17,-1
bagel,"only drawback - they won ' t toast your bagel , and they don ' t make eggs for the $t$ .",20,-1
glass of wine,as always we had a great $t$ while we waited .,6,1
wait staff,"the $t$ is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b@#$* way ) .",1,1
atmosphere,"of course this $t$ is lacking , but what do you expect from a 24 hour bagel place anyways ?",3,-1
bagel,"of course this atmosphere is lacking , but what do you expect from a 24 hour $t$ place anyways ?",16,0
service,$t$ was very good and warm .,0,1
dinner,for $t$ i had the chicken tikka - masala and some garlic naan .,1,0
chicken,for dinner i had the $t$ tikka - masala and some garlic naan .,5,0
garlic naan,for dinner i had the chicken tikka - masala and some $t$ .,11,0
setting,cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really can ' t top the $t$ for a romantic dinner in nyc .,27,1
dinner,cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really can ' t top the setting for a romantic $t$ in nyc .,31,1
food,$t$ was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went .,0,1
view,food was good and the $t$ of the new york city skiline was terrific even on a foggy rainy day like that of when i went .,5,1
food,the $t$ is nothing like its menu description .,1,-1
menu description,the food is nothing like its $t$ .,6,-1
pad,try the $t$ se - ew or chicken with cashew nuts for a memorable and repeatable experience .,2,1
chicken with cashew nuts,try the pad se - ew or $t$ for a memorable and repeatable experience .,7,1
pizza,it ' s just o . k . $t$ .,8,0
food,"the $t$ is decent at best , and the ambience , well , it ' s a matter of opinion , some may consider it to be a sweet thing , i thought it was just annoying .",1,0
service,"the $t$ was a bit slow , but they were very friendly .",1,-1
french bistro fare,"leon is an east village gem : casual but hip , with well prepared basic $t$ , good specials , a warm and lively atmosphere .",15,1
specials,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good $t$ , a warm and lively atmosphere .",20,1
atmosphere,"leon is an east village gem : casual but hip , with well prepared basic french bistro fare , good specials , a warm and lively $t$ .",26,1
food,the $t$ is above average for midtown and sligtly better than some of the other heartland breweries in the city .,1,1
shabu,thius is a must for anyone who loves shabu - $t$ .,10,1
food,the $t$ was absolutely horrible !,1,-1
dinner special,"similar to other indian restaurants , they use the $t$ to attract customers at the door .",9,0
people with carts of food,"the $t$ don ' t understand you because they don ' t speak english , their job is to give you the delicious food you point at .",1,-1
food,"the people with carts of food don ' t understand you because they don ' t speak english , their job is to give you the delicious $t$ you point at .",27,1
crackling calamari salad,"the $t$ , which is usually a cheap disaster at many restaurants , is crispy and lightly dressed .",1,1
sushi place,"not the greatest $t$ , but excellent for a $19 . 95 all you can eat .",3,-1
group dinner,"shockingly easy to throw a $t$ here : simple contract , deposit only to hold the date the entire 2nd fl mezz for our grp of 20 .",5,0
thai ice tea,the $t$ was amazingly smooth and yummy !,1,1
staff,we ' ve never had any problems with the $t$ but maybe we ' ve been lucky ?,9,1
drinks,$t$ way over priced .,0,-1
priced,drinks way over $t$ .,3,-1
guy,the main downside to the place is the nazi - like $t$ running it who constantly complains about the noise level .,11,-1
noise level,the main downside to the place is the nazi - like guy running it who constantly complains about the $t$ .,19,-1
food,what i didn ' t like was how the $t$ came right after it was ordered .,9,-1
prices,moderate $t$ .,1,0
meals,i think i ' ve had some the best $t$ of my life at minnow .,9,1
food,"most importantly , $t$ is excellent .",3,1
roofdeck,"great $t$ , nice group of 30 somethings , but no music , kind of quiet .",1,1
music,"great roofdeck , nice group of 30 somethings , but no $t$ , kind of quiet .",11,-1
manager,"the best part of the experience was knowing that the $t$ ( a bubbly , friendly young woman with a great smile ) truly cared about how we were doing .",10,1
service,"however , $t$ was as plain as sesame crusted salmon i had .",2,0
sesame crusted salmon,"however , service was as plain as $t$ i had .",7,0
lunch,it ' s great to go for a quick $t$ either alone or with a friend .,9,1
food,the $t$ was mediocre at best but it was the horrible service that made me vow never to go back .,1,0
service,the food was mediocre at best but it was the horrible $t$ that made me vow never to go back .,11,-1
crowd,so some of the reviews here are accurate about the $t$ and noise .,10,-1
noise,so some of the reviews here are accurate about the crowd and $t$ .,12,-1
eats,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap $t$ and drinks in a beautiful setting .",22,1
drinks,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and $t$ in a beautiful setting .",24,1
setting,"you get what you pay for and with that logic in mind , spice is a great place to grab some cheap eats and drinks in a beautiful $t$ .",28,1
service,"the $t$ was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",1,-1
served,"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be $t$ .",27,-1
atmosphere,"other than being a little crowded and a bit overpriced , the $t$ is filled with energy ( and the beautiful people of course ) and the food was surprising good !",12,1
people,"other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful $t$ of course ) and the food was surprising good !",21,1
food,"other than being a little crowded and a bit overpriced , the atmosphere is filled with energy ( and the beautiful people of course ) and the $t$ was surprising good !",27,1
desserts,"we only ordered $t$ and drinks , but no refills were offered .",3,0
drinks,"we only ordered desserts and $t$ , but no refills were offered .",5,0
dinner,"i have been here a few times for $t$ , once for brunch and twice for lunch .",8,0
brunch,"i have been here a few times for dinner , once for $t$ and twice for lunch .",12,0
lunch,"i have been here a few times for dinner , once for brunch and twice for $t$ .",16,0
menu,"the real kicker of the $t$ , however , is the beef cubes or the chicken with chili and lemon grass .",5,0
beef cubes,"the real kicker of the menu , however , is the $t$ or the chicken with chili and lemon grass .",11,1
chicken with chili and lemon grass,"the real kicker of the menu , however , is the beef cubes or the $t$ .",15,1
music,the $t$ is the best among all the indian restaurants i have visited .,1,1
bread,"the $t$ and lamb chops i had before the meal were quite good , however .",1,1
lamb chops,"the bread and $t$ i had before the meal were quite good , however .",3,1
meal,"the bread and lamb chops i had before the $t$ were quite good , however .",9,0
